area_type,availability,location,total_sqft,bath,price,bedrooms
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,1200.0,4.0,225.0,4
Super built-up  Area,Ready To Move,Sarjapur  Road,3930.0,7.0,329.0,5
Super built-up  Area,Ready To Move,Kanakpura Road,1450.0,3.0,62.4,3
Super built-up  Area,Ready To Move,Whitefield,1187.0,2.0,37.85,2
Plot  Area,Ready To Move,Wilson Garden,4000.0,6.0,850.0,6
Super built-up  Area,18-Aug,Channasandra,1050.0,2.0,41.0,2
Super built-up  Area,18-May,Panathur,1370.0,2.0,54.8,3
Super built-up  Area,Ready To Move,Yelahanka,1036.0,2.0,39.37,2
Super built-up  Area,18-Jun,JP Nagar,1275.0,3.0,41.2,3
Super built-up  Area,Ready To Move,Old Madras Road,2010.0,3.0,115.0,4
Super built-up  Area,Ready To Move,Thigalarapalya,1418.0,2.0,106.0,2
Super built-up  Area,Ready To Move,Thanisandra,1265.0,2.0,46.6,2
Super built-up  Area,Ready To Move,Anandapura,1576.0,3.0,58.0,3
Super built-up  Area,Ready To Move,Dodda Nekkundi,1148.0,2.0,56.0,2
Super built-up  Area,Ready To Move,Green View Layout,1000.0,2.0,36.0,2
Super built-up  Area,Ready To Move,Kudlu,1293.0,2.0,85.0,3
Plot  Area,18-May,TC Palaya,1200.0,2.0,66.0,3
Super built-up  Area,Ready To Move,Munnekollal,1210.0,2.0,75.0,2
Built-up  Area,Ready To Move,HSR Layout,1126.0,2.0,69.0,2
Built-up  Area,Ready To Move,Sarakki Nagar,1840.0,4.0,175.0,3
Built-up  Area,Ready To Move,Vidyaranyapura,1440.0,2.0,70.0,3
Built-up  Area,Ready To Move,Ramamurthy Nagar,1300.0,2.0,52.0,3
Super built-up  Area,Ready To Move,Thanisandra,1276.0,2.0,75.0,2
Plot  Area,Ready To Move,Gidada Konnenahalli,600.0,4.0,105.0,6
Super built-up  Area,Ready To Move,Whitefield,1216.0,2.0,83.0,2
Super built-up  Area,18-Apr,Marenahalli,840.0,1.0,75.0,1
Plot  Area,Ready To Move,Sector 1 HSR Layout,1240.0,5.0,300.0,5
Built-up  Area,Ready To Move,Sompura,1126.0,2.0,39.0,2
Plot  Area,Ready To Move,Mysore Road,45.0,1.0,23.0,1
Super built-up  Area,18-May,Raja Rajeshwari Nagar,1162.0,2.0,65.0,2
Super built-up  Area,Ready To Move,Whitefield,1301.0,2.0,65.0,2
Super built-up  Area,19-Dec,Devanahalli,658.0,1.0,34.0,1
Plot  Area,Ready To Move,Sahakara Nagar,1350.0,3.0,250.0,3
Super built-up  Area,Ready To Move,Whitefield,2500.0,3.0,280.0,3
Built-up  Area,Ready To Move,Chandapura,1208.51,3.0,42.0,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1133.0,2.0,38.41,2
Super built-up  Area,Ready To Move,Shettigere,1760.0,2.0,116.0,3
Super built-up  Area,Ready To Move,Bisuvanahalli,1075.0,2.0,52.0,3
Super built-up  Area,Ready To Move,Sarjapur,940.0,2.0,25.38,2
Super built-up  Area,Ready To Move,Badavala Nagar,1145.0,2.0,57.0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,1302.5,2.0,67.73,2
Built-up  Area,Ready To Move,Rahat Bagh,3900.0,5.0,550.0,4
Super built-up  Area,Ready To Move,Omarbagh Layout,3317.5,5.0,268.5,4
Built-up  Area,Ready To Move,Dasarahalli,1300.0,2.0,50.0,2
Super built-up  Area,Ready To Move,Malleshwaram,2475.0,4.0,326.0,3
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2040.0,3.0,200.0,3
Built-up  Area,Ready To Move,Hosakerehalli,1200.0,1.0,150.0,1
Plot  Area,Ready To Move,Jigani,2420.0,4.0,190.0,4
Built-up  Area,Ready To Move,Thubarahalli,1216.0,2.0,80.0,2
Super built-up  Area,Ready To Move,Tumkur Road,1459.0,2.0,110.0,3
Super built-up  Area,Ready To Move,Jakkur,1622.0,2.0,80.0,3
Super built-up  Area,Ready To Move,Kanakpura Road,1843.0,3.0,85.0,3
Super built-up  Area,20-Jan,Badavala Nagar,1274.0,2.0,81.0,2
Plot  Area,Ready To Move,Chikkasandra,600.0,1.0,52.0,2
Super built-up  Area,Ready To Move,Malleshpalya,1430.0,2.0,69.5,3
Plot  Area,Ready To Move,Kammanahalli,1800.0,2.0,280.0,4
Super built-up  Area,Ready To Move,Begur Road,1565.0,2.0,57.91,3
Super built-up  Area,Ready To Move, Devarabeesana Halli,1670.0,3.0,160.0,3
Super built-up  Area,Ready To Move,Lakshminarayana Pura,1695.0,3.0,150.0,3
Super built-up  Area,Ready To Move,Akshayanagara West,1410.0,2.0,75.0,2
Super built-up  Area,Ready To Move,Kengeri Satellite Town,1060.0,2.0,42.0,2
Built-up  Area,Ready To Move,Sarjapur  Road,1120.0,2.0,50.0,2
Plot  Area,Ready To Move,Hosa Road,880.0,2.0,50.0,2
Super built-up  Area,19-Dec,Jalahalli,1083.0,2.0,32.49,2
Super built-up  Area,Ready To Move,Dodda Nekkundi,1435.0,3.0,57.2,3
Super built-up  Area,Ready To Move,Doddakallasandra,1425.0,2.0,56.99,3
Super built-up  Area,Ready To Move,Arekere,900.0,2.0,50.0,2
Built-up  Area,18-Feb,Escorts Colony,2400.0,5.0,93.0,5
Built-up  Area,21-Dec,Thanisandra,693.0,1.0,34.3,1
Plot  Area,Ready To Move,Kengeri,600.0,3.0,90.0,3
Super built-up  Area,20-Dec,Electronic City,2435.0,4.0,119.0,4
Super built-up  Area,18-Aug,Iblur Village,1920.0,3.0,150.0,3
Super built-up  Area,18-Mar,Electronic City,630.0,1.0,47.0,1
Super built-up  Area,Ready To Move,Bisuvanahalli,1075.0,2.0,50.0,3
Plot  Area,Ready To Move,Hulimavu,1200.0,5.0,101.0,5
Super built-up  Area,Ready To Move,Nagavarapalya,705.0,1.0,55.0,1
Super built-up  Area,18-Dec,Srinivasa Nagar,1200.0,2.0,75.6,3
Super built-up  Area,Ready To Move,Mahadevpura,1532.0,2.0,62.0,2
Super built-up  Area,Ready To Move,Rajiv Nagar,1330.0,2.0,93.0,2
Plot  Area,Ready To Move,3rd Block Hrbr Layout,1200.0,3.0,210.0,4
Built-up  Area,Ready To Move,Sarjapur  Road,1530.0,2.0,60.0,3
Super built-up  Area,Ready To Move,Kasavanhalli,1105.0,2.0,42.0,2
Plot  Area,Ready To Move,1st Phase JP Nagar,1566.0,2.0,180.0,2
Super built-up  Area,18-Jul,Harlur,1630.0,3.0,95.1,3
Built-up  Area,Ready To Move,5th Phase JP Nagar,1256.0,2.0,62.8,2
Built-up  Area,Ready To Move,Banashankari,1200.0,6.0,180.0,6
Built-up  Area,Ready To Move,Brookefield,1595.0,2.0,75.0,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1000.0,2.0,53.0,2
Super built-up  Area,Ready To Move,Poorna Pragna Layout,1475.0,2.0,58.99,3
Plot  Area,18-May,"asha township, off hennur road",2400.0,5.0,285.0,5
Super built-up  Area,18-May,Electronic City Phase II,1000.0,2.0,28.88,2
Plot  Area,Ready To Move,1A Block Koramangala,2360.0,4.0,650.0,4
Super built-up  Area,Ready To Move,Uttarahalli,1737.0,2.0,95.0,3
Super built-up  Area,18-Aug,Electronic City Phase II,1000.0,2.0,28.88,2
Super built-up  Area,Ready To Move,Near International Airport,2100.0,4.0,150.0,4
Built-up  Area,Ready To Move,Hosakerehalli,3600.0,6.0,145.0,8
Built-up  Area,Ready To Move,Mysore Road,883.0,2.0,50.0,2
Super built-up  Area,Ready To Move,Haralur Road,1243.0,2.0,46.0,2
Super built-up  Area,Ready To Move,BTM Layout,1776.0,2.0,75.0,3
Super built-up  Area,19-Dec,Anjanapura,1347.0,2.0,37.72,3
Super built-up  Area,Ready To Move,Whitefield,1330.0,2.0,55.0,3
Plot  Area,Ready To Move,Sector 1 HSR Layout,600.0,2.0,120.0,2
Built-up  Area,Ready To Move,Rajaji Nagar,3730.0,4.0,370.0,4
Super built-up  Area,Ready To Move,Harlur,1459.0,3.0,135.0,3
Super built-up  Area,19-Dec,Thanisandra,2259.0,5.0,135.0,4
Built-up  Area,Ready To Move,JP Nagar,2700.0,4.0,160.0,7
Super built-up  Area,Ready To Move,Gubbalala,1008.0,2.0,32.25,2
Super built-up  Area,Ready To Move,NTI Layout,1200.0,2.0,52.5,2
Super built-up  Area,18-May,Vasanth nagar,2328.0,4.0,528.0,4
Plot  Area,Ready To Move,BTM 1st Stage,600.0,7.0,110.0,7
Super built-up  Area,Ready To Move,Electronic City,660.0,1.0,15.5,2
Super built-up  Area,Ready To Move,Rajaji Nagar,1800.0,2.0,250.0,3
Super built-up  Area,Ready To Move,Rajaji Nagar,3100.0,4.0,550.0,4
Super built-up  Area,19-Aug,Yelahanka,1405.0,2.0,50.58,2
Super built-up  Area,18-May,Yelahanka,602.0,1.0,26.0,1
Super built-up  Area,Ready To Move,Marathahalli,1710.0,3.0,100.0,3
Super built-up  Area,Ready To Move,JP Nagar,1500.0,2.0,82.0,3
Built-up  Area,Ready To Move,Glass Factory Layout,1539.0,3.0,60.0,3
Plot  Area,Ready To Move,Fraser town,806.0,3.0,128.0,6
Super built-up  Area,20-Dec,Judicial Layout,1100.0,2.0,53.0,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1151.0,2.0,49.0,2
Super built-up  Area,Ready To Move,Dasappa Layout,920.0,2.0,46.0,2
Super built-up  Area,Ready To Move,Kathriguppe,1350.0,3.0,78.3,3
Super built-up  Area,Ready To Move,Bannerghatta Road,1200.0,2.0,65.0,2
Super built-up  Area,Ready To Move,Thanisandra,1265.0,2.0,78.0,2
Plot  Area,Ready To Move,Chelekare,600.0,6.0,60.0,8
Super built-up  Area,18-Apr,Sarjapur  Road,1700.0,3.0,93.5,3
Built-up  Area,Ready To Move,Ramamurthy Nagar,1600.0,3.0,75.0,3
Built-up  Area,Ready To Move,4th T block Jayanagar,1550.0,4.0,120.0,4
Built-up  Area,Ready To Move,R.T. Nagar,1560.0,3.0,125.0,3
Plot  Area,18-Jan,Horamavu Agara,1000.0,5.0,98.0,6
Super built-up  Area,Ready To Move,Haralur Road,1243.0,2.0,46.0,2
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,1200.0,4.0,160.0,4
Super built-up  Area,Ready To Move,Sarjapur  Road,1403.0,3.0,56.0,3
Super built-up  Area,Ready To Move,Doddakallasandra,1010.0,2.0,40.39,2
Super built-up  Area,Ready To Move,Tumkur Road,1416.0,3.0,94.0,3
Super built-up  Area,Ready To Move,Kanakpura Road,1628.0,2.0,68.0,2
Plot  Area,Ready To Move,Chamrajpet,1660.4,4.0,211.0,4
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1680.0,3.0,125.0,3
Super built-up  Area,Ready To Move,Doddathoguru,1595.0,3.0,62.0,3
Super built-up  Area,Ready To Move,Kanakpura Road,1507.0,2.0,95.0,3
Super built-up  Area,Ready To Move,Frazer Town,2560.0,3.0,288.0,3
Super built-up  Area,Ready To Move,Hennur Road,1949.0,3.0,133.0,3
Plot  Area,Ready To Move,BTM 2nd Stage,800.0,2.0,175.0,2
Built-up  Area,18-Dec,Electronic City Phase II,1000.0,2.0,28.88,2
Super built-up  Area,20-Jun,Sonam Layout,905.0,2.0,50.0,2
Super built-up  Area,Ready To Move,Hosakerehalli,2480.0,3.0,245.0,3
Super built-up  Area,Ready To Move,CR Layout,1495.0,3.0,200.0,3
Super built-up  Area,Ready To Move,Kaikondrahalli,1605.0,3.0,105.0,3
Built-up  Area,Ready To Move,Bommanahalli,1290.0,2.0,73.0,2
Super built-up  Area,Ready To Move,Yelahanka,1100.0,2.0,60.0,2
Super built-up  Area,Ready To Move,Vishveshwarya Layout,2100.0,6.0,92.0,6
Super built-up  Area,Ready To Move,Electronics City Phase 1,995.0,2.0,49.8,2
Plot  Area,Ready To Move,Banashankari Stage II,500.0,2.0,55.0,2
Super built-up  Area,Ready To Move,Rajaji Nagar,3526.0,4.0,598.0,4
Super built-up  Area,Ready To Move,Gottigere,1425.0,2.0,47.0,3
Super built-up  Area,Ready To Move,BTM 4th Stage,1455.0,2.0,55.0,3
Super built-up  Area,Ready To Move,Jalahalli West,550.0,1.0,23.0,1
Super built-up  Area,Ready To Move,Uttarahalli,1385.0,2.0,48.48,3
Plot  Area,Ready To Move,Vishveshwarya Layout,7000.0,4.0,210.0,4
Super built-up  Area,Ready To Move,Srinivasa Nagar,4000.0,3.0,130.0,5
Super built-up  Area,18-May,Gollahalli,1060.0,2.0,53.0,2
Super built-up  Area,Ready To Move,AGS Layout,1080.0,2.0,75.0,3
Built-up  Area,Ready To Move,HBR Layout,1783.0,3.0,125.0,3
Super built-up  Area,18-Mar,Haralur Road,1520.0,2.0,90.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,1060.0,2.0,55.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1267.0,2.0,54.35,2
Super built-up  Area,Ready To Move,Whitefield,1155.0,2.0,55.0,2
Built-up  Area,Ready To Move,Karuna Nagar,2500.0,3.0,180.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,1240.0,2.0,65.0,2
Super built-up  Area,Ready To Move,Gollahalli,1570.0,3.0,78.0,3
Super built-up  Area,Ready To Move,NGR Layout,1019.0,2.0,45.9,2
Super built-up  Area,Ready To Move,Whitefield,1355.0,3.0,76.0,2
Super built-up  Area,Ready To Move,Arekempanahalli,1537.0,3.0,110.0,3
Super built-up  Area,Ready To Move,Whitefield,4075.0,5.0,226.0,4
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1550.0,3.0,52.45,3
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1100.0,2.0,50.0,2
Super built-up  Area,Ready To Move, Devarabeesana Halli,1750.0,3.0,150.0,3
Super built-up  Area,18-Mar,9th Phase JP Nagar,1466.0,2.0,71.0,2
Super built-up  Area,Ready To Move,Rachenahalli,1550.0,3.0,72.5,3
Super built-up  Area,Ready To Move,Akshaya Nagar,2300.0,4.0,102.0,3
Super built-up  Area,19-Aug,Kengeri,540.0,1.0,22.5,1
Plot  Area,Ready To Move,8th Phase JP Nagar,950.0,3.0,130.0,3
Built-up  Area,Ready To Move,Chamundi Nagar,2800.0,7.0,250.0,7
Super built-up  Area,Ready To Move,Silk Board,1020.0,2.0,48.0,2
Super built-up  Area,Ready To Move,Cunningham Road,2880.0,3.0,501.0,3
Super built-up  Area,Ready To Move,Hebbal,1987.0,4.0,165.0,3
Super built-up  Area,Ready To Move,Hoodi,1305.0,2.0,75.0,2
Built-up  Area,Ready To Move,Sarjapur,2100.0,3.0,125.0,4
Built-up  Area,18-Dec,Electronic City,1125.0,2.0,32.5,2
Super built-up  Area,Ready To Move,Horamavu Banaswadi,1225.0,2.0,49.5,2
Super built-up  Area,Ready To Move,Hennur,1255.0,2.0,55.5,2
Super built-up  Area,Ready To Move,MRCR Layout,1191.0,2.0,90.0,2
Plot  Area,Ready To Move,Uttarahalli,3600.0,6.0,303.0,6
Built-up  Area,18-Dec,Electronic City,1165.0,2.0,33.64,2
Super built-up  Area,18-Apr,Kacharakanahalli,865.0,2.0,35.11,2
Super built-up  Area,Ready To Move,Nagarbhavi,1850.0,2.0,88.0,3
Super built-up  Area,Ready To Move,Marsur,497.0,1.0,17.0,2
Super built-up  Area,19-Mar,Hennur Road,1232.0,2.0,89.0,2
Super built-up  Area,21-Nov,Thanisandra,1732.0,3.0,85.73,3
Super built-up  Area,Ready To Move,Yelahanka,1614.0,2.0,100.0,3
Built-up  Area,Ready To Move,Magadi Road,600.0,1.0,22.0,2
Super built-up  Area,Ready To Move,Thigalarapalya,2072.0,4.0,155.0,3
Super built-up  Area,Ready To Move,Electronic City,919.0,2.0,34.0,2
Built-up  Area,Ready To Move,Shettihalli,2100.0,4.0,90.0,4
Built-up  Area,Ready To Move,Shampura,672.0,3.0,54.0,4
Built-up  Area,Ready To Move,J C Nagar,800.0,6.0,110.0,8
Plot  Area,Ready To Move,Marsur,1200.0,3.0,150.0,3
Super built-up  Area,Ready To Move,OLd Gurappanapalya,2849.0,5.0,250.0,4
Built-up  Area,Ready To Move,Doctors Layout,1000.0,2.0,42.0,2
Super built-up  Area,Ready To Move,Whitefield,1216.0,2.0,75.0,2
Super built-up  Area,Ready To Move,Lingadheeranahalli,2245.0,4.0,154.0,4
Super built-up  Area,18-Feb,Bannerghatta Road,1476.0,3.0,125.0,3
Super built-up  Area,Ready To Move,Ambedkar Nagar,1852.0,3.0,130.0,3
Super built-up  Area,18-Aug,Udaya Nagar,1225.0,2.0,47.0,2
Super built-up  Area,Ready To Move,Panathur,1597.0,3.0,67.12,3
Super built-up  Area,19-Dec,Jakkur,2423.0,4.0,160.0,3
Super built-up  Area,19-Mar,Marathahalli,1152.0,2.0,90.0,2
Super built-up  Area,Ready To Move,Harlur,1762.0,3.0,133.0,3
Plot  Area,Ready To Move,Kammasandra,1400.0,3.0,92.0,3
Super built-up  Area,Ready To Move,Rachenahalli,1530.0,2.0,74.4,3
Plot  Area,Ready To Move,New Thippasandra,2400.0,6.0,400.0,6
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
Super built-up  Area,18-May,Yelahanka,1890.0,3.0,108.0,3
Super built-up  Area,Ready To Move,Varthur Road,1247.0,2.0,58.0,3
Plot  Area,Ready To Move,1st Block Jayanagar,700.0,4.0,104.0,8
Plot  Area,Ready To Move,HRBR Layout,1000.0,6.0,275.0,6
Super built-up  Area,Ready To Move,Bellandur,1201.0,2.0,59.99,2
Built-up  Area,18-Feb,Gunjur Palya,830.0,2.0,40.0,2
Built-up  Area,18-Jul,Electronic City Phase II,1165.0,2.0,30.29,2
Super built-up  Area,Ready To Move,Bommanahalli,1100.0,1.0,55.0,2
Built-up  Area,Ready To Move,9th Phase JP Nagar,1890.0,2.0,93.0,3
Super built-up  Area,Ready To Move,Maithri Layout,1685.0,3.0,60.0,3
Super built-up  Area,Ready To Move,Sarakki Nagar,3131.0,4.0,349.0,4
Super built-up  Area,Ready To Move,Battarahalli,1165.0,2.0,43.0,2
Super built-up  Area,Ready To Move,Kachanayakanahalli,827.0,2.0,45.0,2
Plot  Area,Ready To Move,Gangondanahalli,396.0,2.0,48.0,3
Plot  Area,Ready To Move,Uttarahalli,1200.0,4.0,179.0,4
Built-up  Area,Ready To Move,Electronics City Phase 1,635.0,1.0,26.0,1
Built-up  Area,Ready To Move,Whitefield,4000.0,4.0,380.0,4
Super built-up  Area,Ready To Move,Vishwanatha Nagenahalli,1050.0,2.0,50.0,2
Built-up  Area,Ready To Move,D Group Employees Layout,600.0,4.0,76.0,5
Super built-up  Area,22-May,Jakkur,1819.18,3.0,168.0,3
Plot  Area,Ready To Move,Kanakapura,1500.0,3.0,125.0,3
Super built-up  Area,Ready To Move,Yelenahalli,1500.0,2.0,57.0,3
Super built-up  Area,Ready To Move,Benson Town,2850.0,4.0,470.0,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1751.0,3.0,72.0,3
Super built-up  Area,18-Jan,Vasanth nagar,4750.0,6.0,1102.0,4
Super built-up  Area,18-Jun,Bommasandra,1020.0,2.0,40.89,2
Super built-up  Area,Ready To Move,Thanisandra,1148.0,2.0,43.5,2
Super built-up  Area,18-Aug,Talaghattapura,1856.0,3.0,135.0,3
Plot  Area,Ready To Move,Basavangudi,1754.0,6.0,650.0,6
Plot  Area,Ready To Move,2nd Block Hrbr Layout,4273.0,3.0,1100.0,3
Super built-up  Area,Ready To Move,B Narayanapura,1060.0,2.0,49.27,2
Built-up  Area,Ready To Move,Haralur Road,1300.0,2.0,60.0,2
Built-up  Area,Ready To Move,Hormavu,3000.0,4.0,100.0,4
Super built-up  Area,Ready To Move,Bellandur,1325.0,2.0,65.0,2
Super built-up  Area,Ready To Move,Sai Gardens,1261.0,2.0,61.0,2
Super built-up  Area,Ready To Move,Manayata Tech Park,1100.0,2.0,46.0,2
Built-up  Area,Ready To Move,Ramamurthy Nagar,700.0,2.0,33.0,2
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1675.0,2.0,135.0,3
Plot  Area,Ready To Move,Ullal Road,3400.0,4.0,190.0,4
Super built-up  Area,18-Aug,Kodihalli,3260.0,5.0,388.0,4
Super built-up  Area,Ready To Move,Doddakammanahalli,1180.0,2.0,56.0,2
Built-up  Area,Ready To Move,Uttarahalli,1160.0,2.0,45.0,2
Super built-up  Area,Ready To Move,Kasavanhalli,1863.0,3.0,105.0,4
Super built-up  Area,Ready To Move,Sahakara Nagar,1914.0,3.0,149.0,3
Super built-up  Area,Ready To Move,BTM Layout,1458.0,3.0,79.0,3
Plot  Area,Ready To Move,Thirumenahalli,1200.0,4.0,115.0,5
Built-up  Area,Ready To Move,Babusapalaya,1105.0,2.0,40.0,2
Super built-up  Area,Ready To Move,Hulimavu,3035.0,5.0,220.0,3
Plot  Area,Ready To Move,Bannerghatta Road,1200.0,6.0,160.0,6
Super built-up  Area,Ready To Move,Akshaya Nagar,1662.0,3.0,90.0,3
Super built-up  Area,Ready To Move,Yelahanka,1556.0,3.0,86.0,3
Super built-up  Area,Ready To Move,Jigani,918.0,2.0,50.0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,1455.0,2.0,98.0,3
Super built-up  Area,Ready To Move,Jakkasandra Extension,1205.0,2.0,70.0,2
Super built-up  Area,Ready To Move,BEML Layout,1194.0,2.0,65.0,2
Plot  Area,Ready To Move,Laggere,1200.0,2.0,75.0,2
Built-up  Area,Ready To Move,Bannerghatta Road,1100.0,2.0,52.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,1405.0,3.0,48.87,3
Super built-up  Area,Ready To Move,Subramanyapura,929.0,2.0,56.0,2
Built-up  Area,Ready To Move,Frazer Town,3436.0,5.0,341.0,4
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1035.0,2.0,39.33,2
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2100.0,4.0,92.0,4
Super built-up  Area,17-Jul,Channasandra,1065.0,2.0,40.47,2
Super built-up  Area,22-Dec,Bannerghatta Road,1532.5,3.0,84.29,3
Plot  Area,Ready To Move,Kengeri,1500.0,6.0,150.0,6
Plot  Area,Ready To Move,Hullahalli,1200.0,5.0,99.0,5
Super built-up  Area,18-Apr,Hormavu,1093.0,2.0,32.78,2
Built-up  Area,Ready To Move,Anandapura,1250.0,2.0,45.0,2
Super built-up  Area,Ready To Move,Marathahalli,1680.0,3.0,105.0,3
Super built-up  Area,Ready To Move,Nagarbhavi,1146.0,2.0,50.0,2
Super built-up  Area,18-Apr,Jagajyothi layout,1250.0,2.0,58.0,2
Super built-up  Area,17-Oct,Ramagondanahalli,1451.0,3.0,60.44,3
Super built-up  Area,Ready To Move,Nobo Nagar,1424.0,2.0,55.0,3
Super built-up  Area,Ready To Move,Gottigere,1435.0,2.0,62.0,3
Super built-up  Area,18-Apr,Devanahalli,658.0,1.0,26.91,1
Super built-up  Area,18-Jan,Bommanahalli,1300.0,3.0,45.0,3
Super built-up  Area,Ready To Move,Whitefield,1242.0,2.0,65.0,2
Super built-up  Area,Ready To Move,Marathahalli,1910.0,3.0,119.0,3
Super built-up  Area,Ready To Move,Yelahanka,1610.0,4.0,85.0,3
Super built-up  Area,Ready To Move,Hulimavu,1127.0,2.0,65.0,2
Super built-up  Area,Ready To Move,Yelahanka,1075.0,2.0,42.0,3
Super built-up  Area,Ready To Move,Mysore Road,1155.0,2.0,51.0,2
Plot  Area,Ready To Move,Lakkasandra Extension,1280.0,3.0,250.0,5
Super built-up  Area,Ready To Move,Krishna Reddy Layout,1250.0,3.0,55.0,3
Plot  Area,18-Mar,Kuvempu Layout,2200.0,4.0,160.0,3
Built-up  Area,Ready To Move,Billekahalli,2400.0,3.0,150.0,3
Super built-up  Area,Ready To Move,Chandapura,876.0,2.0,29.5,2
Super built-up  Area,Ready To Move,Nagarbhavi,1850.0,2.0,89.0,3
Super built-up  Area,18-Apr,Kadugodi,1314.0,2.0,83.0,2
Super built-up  Area,20-Aug,Rachenahalli,690.0,1.0,39.8,1
Built-up  Area,Ready To Move,Srirampura,1230.0,2.0,55.0,2
Super built-up  Area,18-May,Bommasandra,920.0,2.0,37.2,2
Built-up  Area,Ready To Move,Sarjapur  Road,1850.0,3.0,140.0,3
Super built-up  Area,Ready To Move,Electronic City,1073.0,2.0,60.0,2
Super built-up  Area,Ready To Move,Maithri Layout,1540.0,3.0,76.0,3
Super built-up  Area,Ready To Move,Kanakpura Road,1550.0,3.0,63.5,3
Super built-up  Area,Ready To Move,Kalyan nagar,1198.0,2.0,65.0,2
Super built-up  Area,Ready To Move,HBR Layout,1656.0,3.0,90.0,3
Super built-up  Area,Ready To Move,Kaveri Nagar,1900.0,3.0,155.0,3
Built-up  Area,Ready To Move,Ramagondanahalli,1910.0,3.0,142.0,3
Super built-up  Area,Ready To Move,Mysore Road,1003.0,2.0,43.0,2
Super built-up  Area,Ready To Move,Whitefield,1495.0,2.0,67.0,3
Super built-up  Area,19-Dec,Thanisandra,2172.0,3.0,76.02,3
Plot  Area,Ready To Move,Sarakki Nagar,2400.0,4.0,358.0,4
Plot  Area,Ready To Move,T G extension,1200.0,1.0,95.0,2
Super built-up  Area,Ready To Move,Whitefield,1548.0,3.0,65.0,3
Plot  Area,18-Mar,2nd Block Koramangala,5400.0,5.0,972.0,7
Super built-up  Area,18-Dec,Whitefield,2856.0,5.0,154.5,4
Super built-up  Area,18-Jul,Hosur Road,1689.0,3.0,103.0,3
Super built-up  Area,Ready To Move,Electronic City Phase II,1031.0,2.0,53.0,2
Super built-up  Area,18-Jul,Bhoganhalli,2119.0,4.0,111.0,4
Plot  Area,18-Dec,Whitefield,1200.0,2.0,46.13,2
Super built-up  Area,Ready To Move,JCR Layout,1060.0,2.0,37.0,2
Super built-up  Area,Ready To Move,Devi Nagar,1100.0,2.0,61.0,2
